01-01-2013,1015.666667
02-01-2013,1017.8
03-01-2013,1018.666667
04-01-2013,1017.166667
05-01-2013,1016.5
06-01-2013,1018
07-01-2013,1020
08-01-2013,1018.714286
09-01-2013,1017
10-01-2013,1015.666667
11-01-2013,1016.142857
12-01-2013,1015.571429
13-01-2013,1013.333333
14-01-2013,1015.166667
15-01-2013,1015.857143
16-01-2013,1016.666667
17-01-2013,1015.833333
18-01-2013,1014.5
19-01-2013,1021.666667
20-01-2013,1020.285714
21-01-2013,1021
22-01-2013,1021.8
23-01-2013,1020.5
24-01-2013,1020.5
25-01-2013,1020.75
26-01-2013,1019.666667
27-01-2013,1018.142857
28-01-2013,1017.833333
29-01-2013,1016.625
30-01-2013,1017.857143
31-01-2013,1018.4
01-02-2013,1016
02-02-2013,1017.142857
03-02-2013,1015.285714
04-02-2013,1014.571429
05-02-2013,1016.375
06-02-2013,1018.666667
07-02-2013,1018.6
08-02-2013,1017.142857
09-02-2013,1016.857143
10-02-2013,1017.125
11-02-2013,1016.5
12-02-2013,1017.5
13-02-2013,1016
14-02-2013,1014.166667
15-02-2013,1011.666667
16-02-2013,1008
17-02-2013,1012.666667
18-02-2013,1016.2
19-02-2013,1015.714286
20-02-2013,1017
21-02-2013,1015.428571
22-02-2013,1016
23-02-2013,1017
24-02-2013,1018.857143
25-02-2013,1018.25
26-02-2013,1015.142857
27-02-2013,1015.2
28-02-2013,1017.428571
01-03-2013,1016.333333
02-03-2013,1016.25
03-03-2013,1016.166667
04-03-2013,1015.8
05-03-2013,1016.375
06-03-2013,1015.714286
07-03-2013,1015.285714
08-03-2013,1014.833333
09-03-2013,1009.285714
10-03-2013,1008
11-03-2013,1011.166667
12-03-2013,1011.5
13-03-2013,1009
14-03-2013,1013.166667
15-03-2013,1016.166667
16-03-2013,1016.166667
17-03-2013,1015
18-03-2013,1009.428571
19-03-2013,1011
20-03-2013,1009.5
21-03-2013,1008.333333
22-03-2013,1006.375
23-03-2013,1007.625
24-03-2013,1010.25
25-03-2013,1010.625
26-03-2013,1008.857143
27-03-2013,1009
28-03-2013,1009.571429
29-03-2013,1009.75
30-03-2013,1008.625
31-03-2013,1008.6
01-04-2013,1008.5
02-04-2013,1009.5
03-04-2013,1009
04-04-2013,1007.8
05-04-2013,1007
06-04-2013,1006.142857
07-04-2013,1005
08-04-2013,1006
09-04-2013,1005.333333
10-04-2013,1006.714286
11-04-2013,1006.4
12-04-2013,1007.571429
13-04-2013,1008.4
14-04-2013,1007
15-04-2013,1003.875
16-04-2013,1000
17-04-2013,1002.2
18-04-2013,1002.857143
19-04-2013,1002.571429
20-04-2013,1003.375
21-04-2013,1006.833333
22-04-2013,1010
23-04-2013,1009.875
24-04-2013,1008.571429
25-04-2013,1007.714286
26-04-2013,1008.375
27-04-2013,1007
28-04-2013,1005.428571
29-04-2013,1004.875
30-04-2013,1004.857143
01-05-2013,1002.833333
02-05-2013,1001.2
03-05-2013,999.4285714
04-05-2013,999
05-05-2013,1000.625
06-05-2013,1001.625
07-05-2013,1002
08-05-2013,1001.166667
09-05-2013,1000.857143
10-05-2013,1000.142857
11-05-2013,999.875
12-05-2013,1003.714286
13-05-2013,1003.571429
14-05-2013,1001.571429
15-05-2013,999.8571429
16-05-2013,998.5
17-05-2013,1000.333333
18-05-2013,999
19-05-2013,999.6666667
20-05-2013,998.4
21-05-2013,998.6666667
22-05-2013,998.625
23-05-2013,997.1666667
24-05-2013,996.4285714
25-05-2013,998.1428571
26-05-2013,998.2
27-05-2013,999.1428571
28-05-2013,1000.166667
29-05-2013,999.4285714
30-05-2013,999.6
31-05-2013,998.7142857
01-06-2013,998.75
02-06-2013,1001
03-06-2013,999.6
04-06-2013,999.8571429
05-06-2013,998
06-06-2013,997.2857143
07-06-2013,998
08-06-2013,997
09-06-2013,995.1666667
10-06-2013,995.125
11-06-2013,1000
12-06-2013,998
13-06-2013,998.6666667
14-06-2013,997.4285714
15-06-2013,997.8571429
16-06-2013,996.4285714
17-06-2013,994.75
18-06-2013,996.4
19-06-2013,999
20-06-2013,997.1666667
21-06-2013,995.3333333
22-06-2013,996.2
23-06-2013,995.6666667
24-06-2013,996.2857143
25-06-2013,999.1666667
26-06-2013,999
27-06-2013,996.7142857
28-06-2013,996
29-06-2013,995.25
30-06-2013,997.1666667
01-07-2013,996.4285714
02-07-2013,996
03-07-2013,997.5714286
04-07-2013,997
05-07-2013,997.8
06-07-2013,1000.571429
07-07-2013,1000.166667
08-07-2013,997.5
09-07-2013,996.8333333
10-07-2013,995.75
11-07-2013,997.3333333
12-07-2013,1000
13-07-2013,998.875
14-07-2013,997.375
15-07-2013,998.375
16-07-2013,999
17-07-2013,998
18-07-2013,995
19-07-2013,995.3333333
20-07-2013,999.1666667
21-07-2013,996.4
22-07-2013,996.8333333
23-07-2013,998
24-07-2013,997.1428571
25-07-2013,995.1666667
26-07-2013,995.4285714
27-07-2013,997.2857143
28-07-2013,998.1428571
29-07-2013,997.1428571
30-07-2013,996.5
31-07-2013,996.6666667
01-08-2013,998
02-08-2013,999.4285714
03-08-2013,1000.833333
04-08-2013,993.25
05-08-2013,1001
06-08-2013,1002.166667
07-08-2013,1001.875
08-08-2013,1000.5
09-08-2013,1001
10-08-2013,1000.333333
11-08-2013,1001.166667
12-08-2013,1001
13-08-2013,999.25
14-08-2013,999.8333333
15-08-2013,1001.714286
16-08-2013,1000.8
17-08-2013,999.4285714
18-08-2013,1000.166667
19-08-2013,1000.5
20-08-2013,999
21-08-2013,999.2857143
22-08-2013,1001.166667
23-08-2013,1001.428571
24-08-2013,1000.333333
25-08-2013,998.75
26-08-2013,997.8571429
27-08-2013,999.8571429
28-08-2013,1003.714286
29-08-2013,1003.25
30-08-2013,1003.5
31-08-2013,1003.25
01-09-2013,1003.2
02-09-2013,1003.714286
03-09-2013,1001.5
04-09-2013,1002.166667
05-09-2013,1001.5
06-09-2013,1003.428571
07-09-2013,1004.166667
08-09-2013,1007.25
09-09-2013,1007
10-09-2013,1005.333333
11-09-2013,1005.571429
12-09-2013,1008.166667
13-09-2013,1007.142857
14-09-2013,1003.833333
15-09-2013,1001.375
16-09-2013,1002.333333
17-09-2013,1002.875
18-09-2013,1003.142857
19-09-2013,1001.8
20-09-2013,1003
21-09-2013,1003
22-09-2013,1001.666667
23-09-2013,1001
24-09-2013,1002.75
25-09-2013,1005.428571
